FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
H,15,0,11,2,3,Aston Villa,4.75,3.6,1.85,4.1,3.5,1.85,41,27,-0.5,1.73,2.08,4.52,2.03,1.83,3.52,1.83,1.81,2.16,4.89,2.09,1.87,3.7,1.9,39,,8/22/2015,E0,1,2,,FALSE,TRUE,6,12,0,16,6,0,0,D,3,Crystal Palace,3.9,3.4,1.9,TRUE,4.5,3.5,1.85,4.89,4.93,3.79,1.81,3.63,1.85,K Stroud,1,2,4.8,3.6,1.85,4.5,3.4,1.85,3,6,1,0,43,2,8,4,5,12,19,4,9,160.5,12,13,12,20,25,40,10,12,288.5,25,38,22,37,4,13,1,0,132.5833333,6,16,4,18,5,3,1,0,44.75,5,3,3,2,13,12,2,1,166.5,10,20,10,15,28,28,8,7,327,16,36,26,34,4,1,3,2,33.5,1,8,6,7,15,8,7,5,105.75,11,24,15,23,30,34,16,8,235.25,21,49,30,37,4,13,1,0,67.41666667,6,16,4,18,6,6,1,2,35.5,4,3,14,6,15,20,3,4,124,9,10,24,20,43,31,8,7,260.75,36,26,43,31
D,14,0,19,6,4,Tottenham,2.75,3.6,2.63,2.65,3.3,2.65,41,27,0,1.97,1.78,2.67,1.93,1.9,3.38,2.63,2.09,1.88,2.8,2.01,1.96,3.6,2.8,36,,8/22/2015,E0,1,1,,FALSE,TRUE,2,7,0,13,2,0,0,D,1,Leicester,2.6,3.2,2.6,TRUE,2.7,3.4,2.7,2.75,2.85,3.5,2.61,3.52,2.69,M Atkinson,1,1,2.7,3.5,2.7,2.7,3.1,2.7,2,1,1,0,50.5,2,4,6,6,15,10,3,2,164.25,9,16,22,20,24,27,8,5,350.5,23,29,37,40,5,15,6,5,128.5,8,14,7,13,3,4,2,2,62.5,6,3,7,10,18,18,3,4,174.75,19,17,20,22,32,37,10,11,365.75,34,37,30,39,4,8,2,1,33.33333333,4,4,5,6,17,22,3,2,126.5833333,10,8,13,24,30,40,10,10,234.6666667,24,22,24,43,5,15,6,5,71.5,8,14,7,13,3,6,2,4,44.5,4,9,5,8,17,15,3,11,117.5,17,22,16,14,33,33,6,17,251,34,46,33,28
D,11,0,7,0,2,Newcastle,10,5.25,1.36,9.25,5,1.36,39,26,-1.25,2.06,1.74,8.9,1.99,1.87,4.91,1.36,2.15,1.81,10.5,2.04,1.91,5.25,1.4,37,,8/22/2015,E0,0,0,,FALSE,FALSE,11,15,0,20,8,0,0,D,2,Man United,7.6,4.8,1.35,TRUE,9.5,5,1.36,9.62,11.12,5.44,1.34,5.15,1.39,C Pawson,0,0,10.5,5,1.36,8,5,1.36,4,4,0,2,38,2,7,2,9,23,17,1,7,146.5,16,19,24,19,37,34,1,13,273.25,33,34,40,47,6,8,2,3,65,7,8,9,4,6,6,2,2,56.75,8,3,5,4,11,15,3,5,159.25,14,22,9,13,24,37,11,9,289.25,24,36,22,29,5,3,1,0,55.25,5,3,3,2,12,18,3,3,181.75,12,13,14,15,29,30,6,8,375.25,27,19,34,26,6,8,2,3,135,7,8,9,4,2,1,1,0,49.5,2,4,6,6,10,15,2,3,188.25,7,17,13,28,19,30,5,13,371.25,14,30,21,44
D,5,0,6,1,1,Stoke,3.5,3.3,2.3,3,3.2,2.35,41,26,-0.25,1.69,2.14,3.22,1.89,1.97,3.27,2.3,1.76,2.22,3.5,1.94,2.02,3.4,2.4,39,,8/22/2015,E0,1,1,,TRUE,FALSE,9,16,0,21,7,1,1,D,4,Norwich,2.85,3.2,2.4,TRUE,3.2,3.3,2.4,3.37,3.82,3.42,2.15,3.39,2.34,M Dean,0,0,3.4,3.3,2.38,3.1,3.2,2.3,3,4,2,2,37.5,6,3,7,10,11,17,2,4,147.5,14,10,16,21,26,37,4,9,302.75,29,24,32,48,,,,,,,,,,5,3,1,0,48,3,2,8,5,22,12,3,8,138.25,12,9,22,21,39,31,7,12,312.5,28,33,39,45,6,6,3,1,51,4,3,9,2,6,6,3,1,51,4,3,9,2,6,6,3,1,51,4,3,9,2,,,,,,,,,,4,1,3,2,66.5,1,8,6,7,4,1,3,2,66.5,1,8,6,7,4,1,3,2,66.5,1,8,6,7
D,9,0,20,9,2,Swansea,2.1,3.4,4,2.1,3.25,3.5,40,26,0.5,1.67,2.18,2.07,2.06,1.8,3.33,3.74,1.74,2.25,2.14,2.14,1.84,3.6,4.1,39,,8/22/2015,E0,1,1,,TRUE,TRUE,3,16,0,10,2,1,0,A,4,Sunderland,2.1,3.3,3.3,TRUE,2.1,3.25,4,2.14,2.07,3.55,3.91,3.45,3.79,N Swarbrick,0,1,2.1,3.3,4,2.1,3.2,3.75,8,4,4,1,46.25,2,4,13,7,12,17,5,2,123.5,6,11,20,36,30,36,9,6,285.5,15,31,38,49,2,17,1,2,118,9,18,3,15,4,4,0,2,62,2,7,2,9,13,21,4,6,160,11,16,17,21,31,32,7,10,327.75,23,27,35,35,3,6,2,4,55.5,4,9,5,8,8,22,3,7,120.5,13,26,18,37,21,52,6,9,222.75,28,47,32,73,2,17,1,2,82,9,18,3,15,6,6,3,1,49,4,3,9,2,16,15,4,3,148.5,14,10,16,15,29,32,12,5,301.75,24,30,33,32
A,11,0,15,7,0,Bournemouth,3.2,3.4,2.38,3.1,3.4,2.35,41,26,-0.25,1.89,1.9,3.09,1.84,2.01,3.35,2.34,1.96,1.98,3.3,1.89,2.08,3.5,2.41,40,,8/22/2015,E0,4,3,,TRUE,TRUE,5,8,1,10,4,2,0,A,0,West Ham,3.2,3.2,2.2,TRUE,3.2,3.4,2.38,3.15,2.81,3.51,2.64,3.44,2.43,J Moss,2,3,3.2,3.4,2.38,3.1,3.1,2.4,8,6,1,1,45.75,7,13,5,4,8,6,1,1,45.75,7,13,5,4,8,6,1,1,45.75,7,13,5,4,,,,,,,,,,3,6,1,0,57,2,8,4,5,3,6,1,0,57,2,8,4,5,3,6,1,0,57,2,8,4,5,4,5,2,0,41.25,2,8,5,15,13,9,2,3,140.5,8,25,9,25,28,28,4,9,271.75,23,48,27,51,,,,,,,,,,4,8,2,1,66.66666667,4,4,5,6,15,28,4,3,168.6666667,17,18,17,27,33,43,6,5,302.9166667,32,32,38,54
A,7,0,16,9,3,Man City,1.73,4,5,1.73,3.75,4.4,38,26,0.75,2.2,1.66,1.73,1.93,1.92,3.92,4.72,2.3,1.73,1.77,1.99,1.96,4.2,5,36,,8/23/2015,E0,2,0,,FALSE,TRUE,8,5,0,10,1,0,0,D,0,Everton,1.7,3.6,4.7,TRUE,1.73,4,5,1.76,1.68,4.1,5.47,4.08,4.85,A Taylor,2,0,1.75,4,5,1.75,3.5,5,6,6,3,0,71.75,3,5,11,5,20,25,8,2,166,14,15,31,22,44,32,11,9,353.5,39,22,57,31,16,15,1,2,117.25,12,6,13,23,1,5,0,3,48.25,3,7,7,9,9,20,1,11,169.5,14,21,19,25,20,42,4,18,359.5,25,46,30,62,9,9,3,0,46.25,2,6,5,9,20,21,7,4,146.75,14,15,17,19,35,30,10,8,302.75,19,33,35,30,16,15,1,2,82.75,12,6,13,23,3,8,2,2,67.25,3,5,6,4,9,26,5,2,181.5,11,23,20,21,32,42,5,8,328,26,35,42,41
D,11,0,14,5,2,Southampton,2.75,3.3,2.8,2.6,3.25,2.65,41,27,0,1.7,2.13,2.7,1.93,1.91,3.25,2.7,1.78,2.2,2.8,1.99,1.96,3.5,2.8,39,,8/23/2015,E0,0,0,,FALSE,FALSE,5,10,0,13,0,0,0,D,0,Watford,2.6,3.2,2.6,TRUE,2.7,3.3,2.75,2.78,2.79,3.34,2.76,3.36,2.76,A Marriner,0,0,2.75,3.3,2.8,2.7,3.1,2.7,6,6,2,2,43.25,8,3,5,4,18,18,2,6,155.25,19,15,18,14,34,25,4,11,313.75,32,32,34,29,,,,,,,,,,9,9,3,0,53.75,2,6,5,9,15,23,6,8,128.5,9,15,12,22,27,45,7,12,309.75,25,38,31,42,3,8,2,2,32.75,3,5,6,4,3,8,2,2,32.75,3,5,6,4,3,8,2,2,32.75,3,5,6,4,,,,,,,,,,4,2,0,0,66.25,4,7,1,10,4,2,0,0,66.25,4,7,1,10,4,2,0,0,66.25,4,7,1,10
A,12,1,15,5,1,Chelsea,1.62,4,6.5,1.62,3.8,5.25,40,26,0.75,1.74,2.07,1.62,1.82,2.04,3.79,5.93,1.8,2.15,1.67,1.87,2.11,4.2,6.5,39,,8/23/2015,E0,3,2,,TRUE,TRUE,8,9,0,15,6,3,1,A,2,West Brom,1.65,3.6,5.1,TRUE,1.67,3.75,6,1.65,1.56,4.12,7.25,3.93,6.25,M Clattenburg,0,1,1.65,3.9,6.25,1.67,3.4,6,1,5,0,3,51.75,3,7,7,9,11,10,3,7,170.5,14,15,19,14,25,27,7,9,330.5,23,33,30,37,4,18,0,5,136.5,8,10,8,15,8,4,4,1,53.75,2,4,13,7,15,21,6,5,172.5,18,14,27,23,28,36,7,10,327.25,33,31,38,46,4,2,0,0,33.75,4,7,1,10,9,16,2,5,105.75,15,24,11,26,20,41,5,9,182.75,22,60,16,67,4,18,0,5,63.5,8,10,8,15,6,6,3,0,28.25,3,5,11,5,14,11,3,3,89,18,12,31,12,29,24,10,8,238.1666667,28,25,44,32
D,13,0,15,8,4,Liverpool,5,4,1.75,5,3.75,1.75,38,24,-0.5,2.02,1.77,4.9,2.21,1.7,3.82,1.72,2.15,1.84,5.2,2.28,1.74,4,1.8,37,,8/24/2015,E0,0,0,,FALSE,FALSE,7,2,0,19,5,0,0,D,1,Arsenal,4.2,3.5,1.8,TRUE,5,3.75,1.75,5.12,4.6,4.05,1.8,4,1.74,M Oliver,0,0,5.2,4,1.73,5,3.5,1.73,5,3,1,0,52,3,2,8,5,18,12,3,7,154,19,9,21,14,34,27,4,12,344.25,37,21,50,29,11,16,3,6,111.5,9,19,8,18,8,6,1,1,54.25,7,13,5,4,19,19,6,5,183.3333333,21,31,13,22,33,33,9,10,347.3333333,32,45,24,44,6,6,1,2,64.5,4,3,14,6,16,11,4,5,171.75,14,13,31,15,32,22,9,7,351.25,30,25,54,37,11,16,3,6,88.5,9,19,8,18,4,5,2,0,58.75,2,8,5,15,9,17,3,4,194.75,13,26,16,43,17,35,5,8,376,26,43,28,73
D,14,0,7,3,1,Sunderland,4.75,3.5,1.91,4.4,3.6,1.91,40,26,-0.5,1.64,2.22,4.38,1.96,1.89,3.42,1.89,1.7,2.34,4.75,2.02,1.95,3.7,1.95,38,,8/29/2015,E0,2,2,,TRUE,TRUE,5,10,0,21,6,1,2,H,2,Aston Villa,3.8,3.45,1.9,TRUE,4.2,3.5,1.95,4.62,4.07,3.31,2.12,3.51,1.93,R Madley,1,0,4.6,3.4,1.95,4.5,3.2,1.91,3,6,2,4,55.5,4,9,5,8,8,22,3,7,120.5,13,26,18,37,21,52,6,9,222.75,28,47,32,73,9,6,4,0,80,11,13,12,10,4,3,1,1,38.25,7,5,12,6,19,17,4,2,141.75,16,12,25,15,28,33,9,6,300.25,27,29,40,34,4,6,0,4,51.25,7,6,6,9,10,18,2,10,157.25,13,17,14,23,24,44,6,16,279.5,28,38,23,42,9,6,4,0,120,11,13,12,10,5,3,1,0,44.75,5,3,3,2,13,12,2,1,166.5,10,20,10,15,28,28,8,7,327,16,36,26,34
D,19,0,4,2,4,Leicester,3.4,3.6,2.2,3.2,3.3,2.2,40,25,-0.25,1.94,1.86,3.38,2.02,1.84,3.48,2.14,2.03,1.91,3.6,2.08,1.88,3.63,2.25,39,,8/29/2015,E0,1,1,,TRUE,TRUE,4,9,0,5,2,0,1,H,2,Bournemouth,3.2,3.2,2.2,TRUE,3.4,3.4,2.2,3.57,3.82,3.65,2.06,3.63,2.15,N Swarbrick,1,0,3.6,3.5,2.15,3.4,3.2,2.2,4,8,2,1,33.33333333,4,4,5,6,17,22,3,2,126.5833333,10,8,13,24,30,40,10,10,234.6666667,24,22,24,43,,,,,,,,,,7,2,1,1,32,10,5,8,5,16,13,4,10,120.25,22,23,19,16,37,29,7,16,236,41,41,34,28,4,5,4,3,53.25,6,2,4,5,12,11,5,4,99,13,15,9,9,12,11,5,4,99,13,15,9,9,,,,,,,,,,3,6,1,0,57,2,8,4,5,3,6,1,0,57,2,8,4,5,3,6,1,0,57,2,8,4,5
A,15,0,13,6,1,Crystal Palace,11,5,1.36,7.75,4.75,1.36,40,25,-1.5,2.15,1.68,9.38,1.81,2.05,4.94,1.35,2.25,1.75,11,1.85,2.12,5.26,1.4,37,,8/29/2015,E0,2,1,,FALSE,TRUE,7,9,0,26,9,0,0,D,1,Chelsea,8.3,4.8,1.33,TRUE,10,5,1.36,10.17,10.31,5.1,1.37,5.26,1.37,C Pawson,2,1,10.5,5,1.36,9.5,4.5,1.36,4,1,3,2,33.5,1,8,6,7,15,8,7,5,105.75,11,24,15,23,30,34,16,8,235.25,21,49,30,37,8,6,2,3,61.25,10,11,9,11,4,6,0,4,48.75,7,6,6,9,13,19,1,7,137.25,12,11,23,24,34,33,7,9,282,30,31,39,39,7,8,3,3,61,8,6,3,6,12,16,3,9,173.75,16,16,17,18,26,29,7,10,336.5,29,31,29,34,8,6,2,3,138.75,10,11,9,11,8,4,4,1,53.75,2,4,13,7,15,21,6,5,172.5,18,14,27,23,28,36,7,10,327.25,33,31,38,46
A,11,1,12,5,1,West Ham,9,5.5,1.36,7.25,5,1.36,40,26,-1.5,2.17,1.68,9.06,1.84,2.02,4.99,1.36,2.3,1.74,10.21,1.88,2.1,5.5,1.4,37,,8/29/2015,E0,3,0,,TRUE,TRUE,5,17,1,13,1,2,0,A,3,Liverpool,7.3,4.4,1.4,TRUE,9,5,1.4,10.21,9.74,5.28,1.37,5.28,1.36,K Friend,1,0,9.5,5.4,1.36,9.5,4.5,1.36,4,5,2,0,41.25,2,8,5,15,13,9,2,3,140.5,8,25,9,25,28,28,4,9,271.75,23,48,27,51,12,12,1,5,74.5,5,12,11,18,4,5,4,3,46.75,6,2,4,5,16,20,8,5,156.4166667,19,11,17,18,33,43,9,8,308.1666667,35,28,35,47,8,7,0,1,34.25,7,7,8,10,22,13,2,7,142.5,16,13,24,20,37,28,3,9,333,37,22,54,33,12,12,1,5,125.5,5,12,11,18,8,6,1,1,54.25,7,13,5,4,19,19,6,5,183.3333333,21,31,13,22,33,33,9,10,347.3333333,32,45,24,44
H,12,0,7,0,2,Watford,15,8,1.2,10.5,7,1.2,40,26,-2,2.98,1.37,14.45,1.95,1.9,7.15,1.19,3.15,1.4,17.75,2,1.95,8,1.25,39,,8/29/2015,E0,0,2,,FALSE,TRUE,9,9,0,18,5,0,0,D,1,Man City,13,5.8,1.2,TRUE,13,7,1.22,17.75,16.5,7.05,1.22,8,1.19,M Clattenburg,0,2,15,8,1.2,13,6,1.22,3,8,2,2,32.75,3,5,6,4,3,8,2,2,32.75,3,5,6,4,3,8,2,2,32.75,3,5,6,4,,,,,,,,,,2,5,0,0,50.75,8,6,7,6,6,7,0,0,117,12,13,8,16,6,7,0,0,117,12,13,8,16,7,8,2,1,53.75,5,7,10,4,20,25,9,3,174,14,15,32,16,45,38,13,9,339,35,23,55,33,,,,,,,,,,1,5,0,3,48.25,3,7,7,9,9,20,1,11,169.5,14,21,19,25,20,42,4,18,359.5,25,46,30,62
A,8,0,22,9,1,Arsenal,1.62,4.2,6,1.62,3.75,5.5,39,24,1,2,1.8,1.61,2.06,1.81,3.99,5.7,2.1,1.87,1.7,2.12,1.86,4.21,6.25,38,,8/29/2015,E0,1,0,,FALSE,TRUE,0,15,1,1,0,0,0,D,6,Newcastle,1.6,3.9,5,TRUE,1.67,4,5.5,1.61,1.6,4.48,5.81,4.21,6.13,A Marriner,1,0,1.6,4.2,6.25,1.62,3.6,6,6,6,1,2,64.5,4,3,14,6,16,11,4,5,171.75,14,13,31,15,32,22,9,7,351.25,30,25,54,37,10,18,3,6,112.75,3,16,11,11,8,7,0,1,65.75,7,7,8,10,15,19,3,5,190,17,23,20,36,20,36,4,5,387.25,26,44,32,77,5,11,0,0,35,3,4,3,16,21,18,1,4,125.75,11,14,22,28,38,42,1,10,261,31,35,35,54,10,18,3,6,87.25,3,16,11,11,6,6,2,2,56.75,8,3,5,4,11,15,3,5,159.25,14,22,9,13,24,37,11,9,289.25,24,36,22,29
A,9,0,15,5,4,West Brom,4.5,3.4,1.95,4,3.3,1.95,40,26,-0.5,1.64,2.23,4.22,1.93,1.92,3.39,1.93,1.71,2.31,4.6,1.99,1.96,3.5,2,38,,8/29/2015,E0,1,0,,TRUE,FALSE,6,4,2,13,5,1,0,A,1,Stoke,3.6,3.3,2,TRUE,4,3.4,2,4.5,3.98,3.27,2.16,3.5,1.95,M Oliver,0,0,4.6,3.5,1.93,4.2,3.25,1.95,4,2,0,0,33.75,4,7,1,10,9,16,2,5,105.75,15,24,11,26,20,41,5,9,182.75,22,60,16,67,8,12,0,4,94,10,8,10,16,7,8,3,3,39,8,6,3,6,17,17,6,6,106.25,16,14,21,14,31,25,13,9,229.1666667,33,27,43,29,0,9,1,1,56.25,5,10,2,10,9,20,3,3,150.25,16,14,14,26,21,39,5,8,307,31,30,30,49,8,12,0,4,106,10,8,10,16,5,3,1,0,48,3,2,8,5,22,12,3,8,138.25,12,9,22,21,39,31,7,12,312.5,28,33,39,45
D,9,0,8,3,1,Everton,4.2,3.5,2,3.75,3.4,1.95,40,26,-0.5,1.96,1.83,3.98,1.93,1.92,3.53,1.94,2.05,1.89,4.33,1.98,1.97,3.72,2,39,,8/29/2015,E0,0,0,,FALSE,FALSE,6,20,0,20,6,0,0,D,4,Tottenham,3.6,3.3,2,TRUE,4,3.5,2,4.09,3.81,3.55,2.1,3.72,1.97,M Jones,0,0,4.2,3.7,1.93,4,3.25,2,9,9,3,0,46.25,2,6,5,9,20,21,7,4,146.75,14,15,17,19,35,30,10,8,302.75,19,33,35,30,9,6,2,2,96.75,7,14,16,9,7,8,2,1,46.25,5,7,10,4,15,19,5,3,153.25,12,21,26,11,29,46,7,8,328.75,25,36,47,40,7,2,1,1,68,10,5,8,5,14,6,3,1,178.75,16,18,24,14,28,24,9,6,359.25,26,30,40,36,9,6,2,2,103.25,7,14,16,9,3,4,2,2,62.5,6,3,7,10,18,18,3,4,174.75,19,17,20,22,32,37,10,11,365.75,34,37,30,39
H,12,1,6,1,0,Norwich,4,3.5,2.05,3.5,3.4,2.05,40,26,-0.5,1.79,2.01,3.82,1.85,2.01,3.44,2.01,1.85,2.1,4.1,1.9,2.06,3.6,2.07,39,,8/30/2015,E0,0,3,,TRUE,TRUE,6,4,0,23,8,0,1,H,0,Southampton,3.8,3.45,1.9,TRUE,3.8,3.4,2.05,4,3.95,3.4,2.11,3.54,2.05,J Moss,0,2,4,3.5,2.05,3.8,3.25,2.05,6,6,3,1,51,4,3,9,2,6,6,3,1,51,4,3,9,2,6,6,3,1,51,4,3,9,2,,,,,,,,,,0,9,1,1,43.75,5,10,2,10,4,10,4,3,110.25,6,18,8,17,4,10,4,3,110.25,6,18,8,17,2,5,0,0,49.25,8,6,7,6,12,19,2,4,133.75,22,17,20,17,26,26,4,10,308.5,34,32,36,30,,,,,,,,,,9,9,3,0,53.75,2,6,5,9,15,23,6,8,128.5,9,15,12,22,27,45,7,12,309.75,25,38,31,42
H,15,0,11,4,2,Man United,2.25,3.3,3.6,2.25,3.2,3.2,40,25,0.25,1.74,2.08,2.19,1.88,1.98,3.31,3.42,1.83,2.2,2.27,1.93,2.03,3.5,3.7,38,,8/30/2015,E0,1,2,,FALSE,TRUE,0,6,0,9,4,0,0,D,2,Swansea,2.2,3.2,3.2,TRUE,2.25,3.3,3.4,2.23,2.15,3.41,3.82,3.45,3.55,M Atkinson,1,2,2.2,3.4,3.6,2.25,3,3.5,5,3,1,0,55.25,5,3,3,2,12,18,3,3,181.75,12,13,14,15,29,30,6,8,375.25,27,19,34,26,10,8,3,3,118.5,10,8,10,13,5,11,0,0,65,3,4,3,16,12,17,1,2,174.75,7,14,13,29,22,37,5,10,380,15,29,22,58,4,3,1,1,61.75,7,5,12,6,15,14,5,3,155,10,11,28,22,25,35,9,7,288.5,20,30,42,48,10,8,3,3,81.5,10,8,10,13,4,4,0,2,62,2,7,2,9,13,21,4,6,160,11,16,17,21,31,32,7,10,327.75,23,27,35,35
H,13,0,9,4,1,Stoke,12,6,1.29,9.75,5.5,1.3,36,24,-1.5,2.25,1.63,11.27,2.05,1.8,5.71,1.27,2.33,1.68,13,2.12,1.87,6.13,1.3,28,,12/9/2015,E0,0,2,,TRUE,TRUE,13,6,0,29,12,0,1,H,1,Arsenal,9,5,1.3,TRUE,12,5.5,1.3,13,11,6.3,1.3,6.12,1.28,J Moss,0,1,12,5.75,1.3,11,5,1.3,5,9,0,2,54.25,3,8,3,7,12,27,1,2,148.25,18,24,9,21,20,50,4,4,277.5,26,48,23,50,11,25,2,9,121,12,25,14,24,6,1,0,2,39.5,6,4,4,2,20,13,2,3,143.75,20,18,21,6,36,25,6,7,307.25,35,32,40,19,6,3,1,1,67.75,8,4,3,2,15,10,7,2,180.5,22,7,12,10,34,24,16,5,350.25,37,24,42,38,11,25,2,9,179,12,25,14,24,2,3,0,4,73.5,6,6,5,8,13,17,2,7,187.25,19,20,14,19,28,40,2,13,372.5,30,43,32,50
A,13,0,21,7,3,Man City,1.67,4.2,5.5,1.67,3.9,5.25,36,25,1,2.27,1.63,1.62,2.09,1.78,4.05,5.44,2.35,1.67,1.67,2.16,1.82,4.25,6,30,,12/9/2015,E0,1,0,,FALSE,TRUE,4,13,0,10,2,0,0,D,2,Crystal Palace,1.6,3.7,5.4,TRUE,1.67,4,5.25,1.65,1.78,3.89,4.95,4.16,5.75,M Jones,1,0,1.65,4.2,5.5,1.62,3.8,5.5,6,1,0,2,60.5,6,4,4,2,18,10,0,2,155,17,10,15,3,38,27,4,7,315.75,39,28,51,18,23,16,3,5,200.5,27,18,22,8,4,6,1,3,48,2,2,5,12,13,29,5,8,178.75,5,14,18,25,26,52,9,21,359.75,12,36,26,56,6,13,1,1,40,5,8,6,9,14,30,3,3,129,11,23,14,26,30,49,6,5,248.75,26,48,34,61,23,16,3,5,99.5,27,18,22,8,5,7,1,5,54,1,7,3,7,10,25,2,5,160.5,9,24,11,26,26,38,6,9,309.25,31,37,36,48
H,12,0,15,2,2,Chelsea,2,3.6,4,2,3.5,3.75,37,25,0.5,1.82,1.99,1.99,1.97,1.88,3.45,3.91,1.89,2.05,2.05,2.03,1.93,3.7,4.11,32,,12/9/2015,E0,1,3,,TRUE,TRUE,7,12,0,14,9,1,2,H,2,Everton,2,3.3,3.6,TRUE,2,3.4,4,2.01,2.2,3.51,3.56,3.57,4.11,A Marriner,0,1,2,3.6,4.1,2.05,3.1,4,4,4,0,0,42.25,4,3,1,7,17,12,2,3,164.5,18,11,16,15,44,31,8,11,338.75,45,26,29,33,18,25,6,10,145.8333333,11,19,15,28,4,11,1,0,62.5,6,9,7,11,16,18,4,2,163.5,12,19,18,27,31,31,9,5,325.75,26,33,33,54,5,10,3,3,48.75,2,5,5,12,15,20,5,6,140.5,12,22,17,27,25,34,8,8,297.75,28,39,35,50,18,25,6,10,154.1666667,11,19,15,28,6,13,1,1,60,5,8,6,9,10,21,4,10,194.75,12,18,25,22,38,38,9,14,331.75,28,34,41,48
